ticket_id,created_at,resolved_at,priority,category,channel,agent_id,region,status,resolution_hours,sla_target_hours,sla_breached,csat_score,num_replies,first_response_hours
TKT01165,2024-01-06 04:40:27,2024-01-09 01:39:51,Low,Shipping,Social Media,AGT004,North,Resolved,68.99,72,False,1,8,19.03
TKT01166,2024-05-09 21:19:23,2024-05-11 02:18:11,Medium,Returns,Social Media,AGT002,East,Closed,28.98,24,True,1,1,7.04
TKT01167,2024-02-09 07:14:59,2024-02-10 16:10:11,Low,Billing,Chat,AGT005,West,Resolved,32.92,72,False,4,3,7.43
TKT01168,2024-04-27 16:11:23,2024-04-28 17:43:11,High,Returns,Chat,AGT016,South,Resolved,25.53,8,True,1,10,4.55
TKT01169,2024-01-11 19:07:15,2024-01-13 04:20:27,Medium,Account,Social Media,AGT014,West,Resolved,33.22,24,True,2,7,13.42
TKT01170,2024-05-14 13:01:16,2024-05-15 12:19:52,Medium,Billing,Chat,AGT003,North,Resolved,23.31,24,False,3,2,13.34
TKT01171,2024-07-10 20:17:35,2024-07-11 06:26:35,Medium,Shipping,Chat,AGT018,Central,Resolved,10.15,24,False,5,9,0.5
TKT01172,2024-12-25 14:13:31,2024-12-26 08:20:43,Low,Account,Email,AGT005,Central,Resolved,18.12,72,False,5,10,9.66
TKT01173,2024-05-04 17:29:25,2024-05-09 07:12:37,Low,Technical,Social Media,AGT011,South,Resolved,109.72,72,True,2,7,39.86
TKT01174,2024-12-07 04:37:20,2024-12-08 12:18:08,Medium,Billing,Social Media,AGT005,Central,Escalated,31.68,24,True,3,2,13.63
TKT01175,2024-04-25 09:33:22,2024-04-29 05:47:10,Low,Shipping,Phone,AGT012,West,Resolved,92.23,72,True,1,11,52.34
TKT01176,2024-04-25 04:38:08,2024-04-26 03:13:32,Medium,Shipping,Social Media,AGT020,South,Resolved,22.59,24,False,4,9,6.57
TKT01177,2024-01-16 15:11:38,2024-01-16 18:06:50,High,Shipping,Chat,AGT020,North,Resolved,2.92,8,False,5,7,0.89
TKT01178,2024-10-01 22:02:17,2024-10-02 11:43:41,Medium,Account,Social Media,AGT010,West,Closed,13.69,24,False,5,12,8.11
TKT01179,2024-11-02 20:53:53,2024-11-03 05:02:17,Medium,Product Info,Phone,AGT020,Central,Resolved,8.14,24,False,4,11,0.61
TKT01180,2024-10-31 18:41:47,2024-11-01 19:23:11,Medium,Account,Chat,AGT010,Central,Resolved,24.69,24,True,2,5,4.69
TKT01181,2024-05-22 09:36:31,2024-05-23 17:50:55,Low,Product Info,Chat,AGT014,East,Resolved,32.24,72,False,3,11,11.72
TKT01182,2024-08-24 21:10:51,2024-08-25 03:15:03,Medium,Account,Phone,AGT007,South,Resolved,6.07,24,False,5,11,5.06
TKT01183,2024-07-10 08:56:35,2024-07-11 17:37:59,Low,Product Info,Social Media,AGT016,Central,Resolved,32.69,72,False,5,5,19.85
TKT01184,2024-07-20 00:07:08,2024-07-23 01:32:20,Low,Shipping,Social Media,AGT018,West,Escalated,73.42,72,True,2,9,42.06
TKT01185,2024-04-11 09:40:25,2024-04-13 08:44:01,Low,Returns,Email,AGT014,West,Resolved,47.06,72,False,5,6,5.71
TKT01186,2024-01-22 02:33:31,2024-01-24 16:41:55,Low,Account,Email,AGT002,West,Resolved,62.14,72,False,3,11,35.25
TKT01187,2024-05-21 10:20:49,2024-05-22 13:32:13,Low,Account,Phone,AGT020,Central,Resolved,27.19,72,False,4,4,4.21
TKT01188,2024-03-28 13:57:16,2024-03-29 11:02:04,Medium,Account,Email,AGT008,Central,Closed,21.08,24,False,5,5,17.08
TKT01189,2024-04-23 08:48:42,2024-04-24 23:06:42,Low,Technical,Chat,AGT014,East,Resolved,38.3,72,False,3,4,25.74
TKT01190,2024-08-16 07:46:09,2024-08-17 20:01:45,Medium,Returns,Social Media,AGT013,West,Resolved,36.26,24,True,2,7,20.43
TKT01191,2024-05-19 07:28:06,2024-05-20 05:03:30,High,Billing,Phone,AGT018,East,Resolved,21.59,8,True,3,9,4.96
TKT01192,2024-07-09 05:15:41,2024-07-09 22:30:41,High,Returns,Social Media,AGT007,South,Closed,17.25,8,True,3,4,1.82
TKT01193,2024-05-28 08:24:23,2024-05-29 10:35:47,Medium,Account,Chat,AGT008,North,Resolved,26.19,24,True,5,1,9.39
TKT01194,2024-09-08 15:53:05,2024-09-17 23:22:29,Low,Shipping,Phone,AGT001,East,Resolved,223.49,72,True,1,6,65.64
TKT01195,2024-04-22 21:19:01,2024-04-25 10:43:37,Low,Technical,Email,AGT006,West,Resolved,61.41,72,False,5,4,5.62
TKT01196,2024-12-22 20:07:39,2024-12-22 23:16:39,High,Billing,Social Media,AGT020,South,Resolved,3.15,8,False,5,7,0.95
TKT01197,2024-06-08 06:04:00,2024-06-08 10:46:00,High,Technical,Email,AGT014,Central,Resolved,4.7,8,False,2,12,0.91
TKT01198,2024-04-30 00:37:32,2024-05-01 07:47:08,Medium,Shipping,Email,AGT006,North,Resolved,31.16,24,True,3,3,12.86
TKT01199,2024-04-01 05:33:37,2024-04-01 12:01:49,High,Returns,Phone,AGT012,South,Closed,6.47,8,False,5,9,5.28
TKT01200,2024-03-10 06:04:49,2024-03-10 21:52:13,Medium,Billing,Phone,AGT013,Central,Closed,15.79,24,False,2,8,3.96
